year,areakm,municipality,geocode_ibge,state
2014,0,Santa Luzia D'Oeste,1100296,Rondônia
2015,0,Santa Luzia D'Oeste,1100296,Rondônia
2016,0,Santa Luzia D'Oeste,1100296,Rondônia
2017,0,Santa Luzia D'Oeste,1100296,Rondônia
2018,0,Santa Luzia D'Oeste,1100296,Rondônia
2019,0,Santa Luzia D'Oeste,1100296,Rondônia
2020,0,Santa Luzia D'Oeste,1100296,Rondônia
2021,0,Santa Luzia D'Oeste,1100296,Rondônia
2022,0,Santa Luzia D'Oeste,1100296,Rondônia
2023,0,Santa Luzia D'Oeste,1100296,Rondônia
2000,1.7948216340733452,Seringueiras,1101500,Rondônia
2001,0.5209116965578078,Seringueiras,1101500,Rondônia
2002,0.5209116965578078,Seringueiras,1101500,Rondônia
2003,0.13260634803927493,Seringueiras,1101500,Rondônia
2004,0.13260634803927493,Seringueiras,1101500,Rondônia
2005,0.3659599736925292,Seringueiras,1101500,Rondônia
2006,0.3659599736925292,Seringueiras,1101500,Rondônia
2007,0.041878248448826524,Seringueiras,1101500,Rondônia
2008,0.041878248448826524,Seringueiras,1101500,Rondônia
2009,0,Seringueiras,1101500,Rondônia
2010,0,Seringueiras,1101500,Rondônia
2011,0.024857248364797052,Seringueiras,1101500,Rondônia
2012,0.024857248364797052,Seringueiras,1101500,Rondônia
2013,0.024857248364797052,Seringueiras,1101500,Rondônia
2014,0.07405349258728011,Seringueiras,1101500,Rondônia
2015,0.241809071759946,Seringueiras,1101500,Rondônia
2016,0.241809071759946,Seringueiras,1101500,Rondônia
2017,0.21413128599609949,Seringueiras,1101500,Rondônia
2018,0.21413128599609949,Seringueiras,1101500,Rondônia
2019,0.47914915504739763,Seringueiras,1101500,Rondônia
2020,0.892627615969338,Seringueiras,1101500,Rondônia
2021,0.9271891751802841,Seringueiras,1101500,Rondônia
2022,1.666248071085492,Seringueiras,1101500,Rondônia
2023,0.16659380831015952,Seringueiras,1101500,Rondônia
2000,0,São Felipe D'Oeste,1101484,Rondônia
2001,0,São Felipe D'Oeste,1101484,Rondônia
2002,0,São Felipe D'Oeste,1101484,Rondônia
2003,0,São Felipe D'Oeste,1101484,Rondônia
2004,0,São Felipe D'Oeste,1101484,Rondônia
2005,0,São Felipe D'Oeste,1101484,Rondônia
2006,0,São Felipe D'Oeste,1101484,Rondônia
2007,0,São Felipe D'Oeste,1101484,Rondônia
2008,0,São Felipe D'Oeste,1101484,Rondônia
2009,0,São Felipe D'Oeste,1101484,Rondônia
2010,0,São Felipe D'Oeste,1101484,Rondônia
2011,0,São Felipe D'Oeste,1101484,Rondônia
2012,0,São Felipe D'Oeste,1101484,Rondônia
2013,0,São Felipe D'Oeste,1101484,Rondônia
2014,0,São Felipe D'Oeste,1101484,Rondônia
2015,0,São Felipe D'Oeste,1101484,Rondônia
2016,0,São Felipe D'Oeste,1101484,Rondônia
2017,0,São Felipe D'Oeste,1101484,Rondônia
2018,0,São Felipe D'Oeste,1101484,Rondônia
2019,0,São Felipe D'Oeste,1101484,Rondônia
2020,0,São Felipe D'Oeste,1101484,Rondônia
2021,0,São Felipe D'Oeste,1101484,Rondônia
2022,0,São Felipe D'Oeste,1101484,Rondônia
2023,0,São Felipe D'Oeste,1101484,Rondônia
2000,12.536414901102525,São Francisco do Guaporé,1101492,Rondônia
2001,1.3090949343465745,São Francisco do Guaporé,1101492,Rondônia
2002,1.3090949343465745,São Francisco do Guaporé,1101492,Rondônia
2003,0.5809993897728165,São Francisco do Guaporé,1101492,Rondônia
2004,0.5809993897728165,São Francisco do Guaporé,1101492,Rondônia
2005,0.12804385669340737,São Francisco do Guaporé,1101492,Rondônia
2006,0.12804385669340737,São Francisco do Guaporé,1101492,Rondônia
2007,0.10425159491328884,São Francisco do Guaporé,1101492,Rondônia
2008,0.10425159491328884,São Francisco do Guaporé,1101492,Rondônia
2009,0.08353757270103092,São Francisco do Guaporé,1101492,Rondônia
2010,0.08353757270103092,São Francisco do Guaporé,1101492,Rondônia
2011,0.02796383441151658,São Francisco do Guaporé,1101492,Rondônia
2012,0.02796383441151658,São Francisco do Guaporé,1101492,Rondônia
2013,0.02796383441151658,São Francisco do Guaporé,1101492,Rondônia
2014,0.2590788644572056,São Francisco do Guaporé,1101492,Rondônia
2015,0.00932063253286226,São Francisco do Guaporé,1101492,Rondônia
2016,0.00932063253286226,São Francisco do Guaporé,1101492,Rondônia
2017,0.07041246153366673,São Francisco do Guaporé,1101492,Rondônia
2018,0.07041246153366673,São Francisco do Guaporé,1101492,Rondônia
2019,0.8102136683690249,São Francisco do Guaporé,1101492,Rondônia
2020,0.8388058147697625,São Francisco do Guaporé,1101492,Rondônia
2021,0.12117713769443167,São Francisco do Guaporé,1101492,Rondônia
2022,0.9251545578410997,São Francisco do Guaporé,1101492,Rondônia
2023,0.31013479943568406,São Francisco do Guaporé,1101492,Rondônia
2000,0.7113971588991366,São Miguel do Guaporé,1100320,Rondônia
2001,0.5001717441001718,São Miguel do Guaporé,1100320,Rondônia
2002,0.5001717441001718,São Miguel do Guaporé,1100320,Rondônia
2003,0.08096766123360713,São Miguel do Guaporé,1100320,Rondônia
2004,0.08096766123360713,São Miguel do Guaporé,1100320,Rondônia
2005,0.09415782740192621,São Miguel do Guaporé,1100320,Rondônia
2006,0.09415782740192621,São Miguel do Guaporé,1100320,Rondônia
2007,0.1903169760349489,São Miguel do Guaporé,1100320,Rondônia
2008,0.1903169760349489,São Miguel do Guaporé,1100320,Rondônia
2009,0.033599979507196696,São Miguel do Guaporé,1100320,Rondônia
2010,0.033599979507196696,São Miguel do Guaporé,1100320,Rondônia
2011,0.16963801452194188,São Miguel do Guaporé,1100320,Rondônia
2012,0.16963801452194188,São Miguel do Guaporé,1100320,Rondônia
2013,0.16963801452194188,São Miguel do Guaporé,1100320,Rondônia
2014,0.07275128015807847,São Miguel do Guaporé,1100320,Rondônia
2015,0,São Miguel do Guaporé,1100320,Rondônia
2016,0,São Miguel do Guaporé,1100320,Rondônia
2017,0,São Miguel do Guaporé,1100320,Rondônia
2018,0,São Miguel do Guaporé,1100320,Rondônia
2019,0.525898505011291,São Miguel do Guaporé,1100320,Rondônia
2020,0.16193190835955157,São Miguel do Guaporé,1100320,Rondônia
2021,0,São Miguel do Guaporé,1100320,Rondônia
2022,0.15841972771311877,São Miguel do Guaporé,1100320,Rondônia
2023,0,São Miguel do Guaporé,1100320,Rondônia
2000,0,Teixeirópolis,1101559,Rondônia
2001,0,Teixeirópolis,1101559,Rondônia
2002,0,Teixeirópolis,1101559,Rondônia
2003,0,Teixeirópolis,1101559,Rondônia
2004,0,Teixeirópolis,1101559,Rondônia
2005,0,Teixeirópolis,1101559,Rondônia
2006,0,Teixeirópolis,1101559,Rondônia
2007,0,Teixeirópolis,1101559,Rondônia
2008,0,Teixeirópolis,1101559,Rondônia
2009,0,Teixeirópolis,1101559,Rondônia
2010,0,Teixeirópolis,1101559,Rondônia
2011,0,Teixeirópolis,1101559,Rondônia
2012,0,Teixeirópolis,1101559,Rondônia
2013,0,Teixeirópolis,1101559,Rondônia
2014,0,Teixeirópolis,1101559,Rondônia
2015,0,Teixeirópolis,1101559,Rondônia
2016,0,Teixeirópolis,1101559,Rondônia
2017,0,Teixeirópolis,1101559,Rondônia
2018,0,Teixeirópolis,1101559,Rondônia
2019,0,Teixeirópolis,1101559,Rondônia
2020,0,Teixeirópolis,1101559,Rondônia
2021,0,Teixeirópolis,1101559,Rondônia
2022,0,Teixeirópolis,1101559,Rondônia
2023,0,Teixeirópolis,1101559,Rondônia
2000,0,Theobroma,1101609,Rondônia
2001,0,Theobroma,1101609,Rondônia
2002,0,Theobroma,1101609,Rondônia
2003,0,Theobroma,1101609,Rondônia
2004,0,Theobroma,1101609,Rondônia
2005,0,Theobroma,1101609,Rondônia
2006,0,Theobroma,1101609,Rondônia
2007,0,Theobroma,1101609,Rondônia
2008,0,Theobroma,1101609,Rondônia
2009,0,Theobroma,1101609,Rondônia
2010,0,Theobroma,1101609,Rondônia
2011,0,Theobroma,1101609,Rondônia
2012,0,Theobroma,1101609,Rondônia
2013,0,Theobroma,1101609,Rondônia
2014,0,Theobroma,1101609,Rondônia
2015,0,Theobroma,1101609,Rondônia
2016,0,Theobroma,1101609,Rondônia
2017,0,Theobroma,1101609,Rondônia
2018,0,Theobroma,1101609,Rondônia
2019,0,Theobroma,1101609,Rondônia
2020,0,Theobroma,1101609,Rondônia
2021,0,Theobroma,1101609,Rondônia
2022,0,Theobroma,1101609,Rondônia
2023,0,Theobroma,1101609,Rondônia
2000,25.282429007778653,Urupá,1101708,Rondônia
2001,3.087689295891186,Urupá,1101708,Rondônia
2002,3.087689295891186,Urupá,1101708,Rondônia
2003,2.218488540425104,Urupá,1101708,Rondônia
2004,2.218488540425104,Urupá,1101708,Rondônia
2005,1.0992424999452581,Urupá,1101708,Rondônia
2006,1.0992424999452581,Urupá,1101708,Rondônia
2007,0.9767169122261643,Urupá,1101708,Rondônia
2008,0.9767169122261643,Urupá,1101708,Rondônia
2009,0.7139815045302388,Urupá,1101708,Rondônia
2010,0.7139815045302388,Urupá,1101708,Rondônia
2011,0.09120890545861926,Urupá,1101708,Rondônia
2012,0.09120890545861926,Urupá,1101708,Rondônia
2013,0.09120890545861926,Urupá,1101708,Rondônia
2014,0.9160682983016287,Urupá,1101708,Rondônia
2015,0.8444799277595769,Urupá,1101708,Rondônia
2016,0.8444799277595769,Urupá,1101708,Rondônia
2017,0.4260248962160361,Urupá,1101708,Rondônia
2018,0.4260248962160361,Urupá,1101708,Rondônia
2019,0.6884345590631767,Urupá,1101708,Rondônia
2020,1.8052369144999167,Urupá,1101708,Rondônia
2021,1.127414796272674,Urupá,1101708,Rondônia
2022,0.2230199275747468,Urupá,1101708,Rondônia
2023,0,Urupá,1101708,Rondônia
2000,0,Vale do Anari,1101757,Rondônia
2001,0,Vale do Anari,1101757,Rondônia
2002,0,Vale do Anari,1101757,Rondônia
2003,0.008006386594457288,Vale do Anari,1101757,Rondônia
2004,0.008006386594457288,Vale do Anari,1101757,Rondônia
2005,0,Vale do Anari,1101757,Rondônia
2006,0,Vale do Anari,1101757,Rondônia
2007,0,Vale do Anari,1101757,Rondônia
2008,0,Vale do Anari,1101757,Rondônia
2009,0,Vale do Anari,1101757,Rondônia
2010,0,Vale do Anari,1101757,Rondônia
2011,0,Vale do Anari,1101757,Rondônia
2012,0,Vale do Anari,1101757,Rondônia
2013,0,Vale do Anari,1101757,Rondônia
2014,0,Vale do Anari,1101757,Rondônia
2015,0,Vale do Anari,1101757,Rondônia
2016,0,Vale do Anari,1101757,Rondônia
2017,0,Vale do Anari,1101757,Rondônia
2018,0,Vale do Anari,1101757,Rondônia
2019,0,Vale do Anari,1101757,Rondônia
2020,0,Vale do Anari,1101757,Rondônia
2021,0,Vale do Anari,1101757,Rondônia
2022,0,Vale do Anari,1101757,Rondônia
2023,0,Vale do Anari,1101757,Rondônia
2000,1.5236400870495004,Vale do Paraíso,1101807,Rondônia
2001,0.12689271125552984,Vale do Paraíso,1101807,Rondônia
2002,0.12689271125552984,Vale do Paraíso,1101807,Rondônia
2003,0.053146481602769524,Vale do Paraíso,1101807,Rondônia
2004,0.053146481602769524,Vale do Paraíso,1101807,Rondônia
2005,0.0625646783456747,Vale do Paraíso,1101807,Rondônia
2006,0.0625646783456747,Vale do Paraíso,1101807,Rondônia
2007,0.1902870749931906,Vale do Paraíso,1101807,Rondônia
2008,0.1902870749931906,Vale do Paraíso,1101807,Rondônia
2009,0,Vale do Paraíso,1101807,Rondônia
2010,0,Vale do Paraíso,1101807,Rondônia
2011,0.027177560687614566,Vale do Paraíso,1101807,Rondônia
2012,0.027177560687614566,Vale do Paraíso,1101807,Rondônia
2013,0.027177560687614566,Vale do Paraíso,1101807,Rondônia
2014,0,Vale do Paraíso,1101807,Rondônia
2015,0.015911027669266078,Vale do Paraíso,1101807,Rondônia
2016,0.015911027669266078,Vale do Paraíso,1101807,Rondônia
2017,0.06201422620221436,Vale do Paraíso,1101807,Rondônia
2018,0.06201422620221436,Vale do Paraíso,1101807,Rondônia
2019,0.0279189002479041,Vale do Paraíso,1101807,Rondônia
2020,0.132324527436437,Vale do Paraíso,1101807,Rondônia
2021,0.07397737693861178,Vale do Paraíso,1101807,Rondônia
2022,0,Vale do Paraíso,1101807,Rondônia
2023,0,Vale do Paraíso,1101807,Rondônia
2000,41.81805184626443,Vilhena,1100304,Rondônia
2001,2.8626682149659946,Vilhena,1100304,Rondônia
2002,2.8626682149659946,Vilhena,1100304,Rondônia
2003,23.528752479338852,Vilhena,1100304,Rondônia
2004,23.528752479338852,Vilhena,1100304,Rondônia
2005,9.27955333171712,Vilhena,1100304,Rondônia
2006,9.27955333171712,Vilhena,1100304,Rondônia
2007,5.002728678800769,Vilhena,1100304,Rondônia
2008,5.002728678800769,Vilhena,1100304,Rondônia
2009,3.5307758462737935,Vilhena,1100304,Rondônia
2010,3.5307758462737935,Vilhena,1100304,Rondônia
2011,9.605831280700873,Vilhena,1100304,Rondônia
2012,9.605831280700873,Vilhena,1100304,Rondônia
2013,9.605831280700873,Vilhena,1100304,Rondônia
2014,9.484357431131304,Vilhena,1100304,Rondônia
2015,5.005761880149122,Vilhena,1100304,Rondônia
2016,5.005761880149122,Vilhena,1100304,Rondônia
2017,4.307420715141439,Vilhena,1100304,Rondônia
2018,4.307420715141439,Vilhena,1100304,Rondônia
2019,2.9664618910747467,Vilhena,1100304,Rondônia
2020,4.184686606187852,Vilhena,1100304,Rondônia
2021,0.801808903397143,Vilhena,1100304,Rondônia
2022,2.0989930052805863,Vilhena,1100304,Rondônia
2023,1.6023906478988044,Vilhena,1100304,Rondônia
2000,72.36494141551185,Alto Alegre,1400050,Roraima
2001,16.992602500341604,Alto Alegre,1400050,Roraima
2002,16.992602500341604,Alto Alegre,1400050,Roraima
2003,12.06491554136445,Alto Alegre,1400050,Roraima
2004,12.06491554136445,Alto Alegre,1400050,Roraima
2005,44.48328196099183,Alto Alegre,1400050,Roraima
2006,44.48328196099183,Alto Alegre,1400050,Roraima
2007,22.49824281002635,Alto Alegre,1400050,Roraima
2008,22.49824281002635,Alto Alegre,1400050,Roraima
2009,7.9931437817532975,Alto Alegre,1400050,Roraima
2010,7.9931437817532975,Alto Alegre,1400050,Roraima
2011,11.57807940911098,Alto Alegre,1400050,Roraima
2012,11.57807940911098,Alto Alegre,1400050,Roraima
2013,11.57807940911098,Alto Alegre,1400050,Roraima
2014,44.5223844527203,Alto Alegre,1400050,Roraima
2015,19.438337518987936,Alto Alegre,1400050,Roraima
2016,19.438337518987936,Alto Alegre,1400050,Roraima
2017,14.923434045954181,Alto Alegre,1400050,Roraima
2018,14.923434045954181,Alto Alegre,1400050,Roraima
2019,48.059974933648725,Alto Alegre,1400050,Roraima
2020,36.197201921608645,Alto Alegre,1400050,Roraima
2021,49.84276984968997,Alto Alegre,1400050,Roraima
2022,57.86734489431443,Alto Alegre,1400050,Roraima
2023,50.43716192735182,Alto Alegre,1400050,Roraima
2000,18.82407306942961,Amajari,1400027,Roraima
2001,6.798727664823981,Amajari,1400027,Roraima
2002,6.798727664823981,Amajari,1400027,Roraima
2003,6.530957753579131,Amajari,1400027,Roraima
2004,6.530957753579131,Amajari,1400027,Roraima
2005,4.279928829581536,Amajari,1400027,Roraima
2006,4.279928829581536,Amajari,1400027,Roraima
2007,6.765225900205876,Amajari,1400027,Roraima
2008,6.765225900205876,Amajari,1400027,Roraima
2009,2.7087970722673544,Amajari,1400027,Roraima
2010,2.7087970722673544,Amajari,1400027,Roraima
2011,1.3393981532149173,Amajari,1400027,Roraima
2012,1.3393981532149173,Amajari,1400027,Roraima
2013,1.3393981532149173,Amajari,1400027,Roraima
2014,12.953604976842794,Amajari,1400027,Roraima
2015,3.8691852384627934,Amajari,1400027,Roraima
2016,3.8691852384627934,Amajari,1400027,Roraima
2017,12.542169872923697,Amajari,1400027,Roraima
2018,12.542169872923697,Amajari,1400027,Roraima
2019,14.063142897219077,Amajari,1400027,Roraima
2020,16.57206064680215,Amajari,1400027,Roraima
2021,33.92999091664522,Amajari,1400027,Roraima
2022,24.22211529095624,Amajari,1400027,Roraima
2023,27.74040952125747,Amajari,1400027,Roraima
2000,248.57480394261577,Boa Vista,1400100,Roraima
2001,61.49014478181726,Boa Vista,1400100,Roraima
2002,61.49014478181726,Boa Vista,1400100,Roraima
2003,31.67927591232793,Boa Vista,1400100,Roraima
2004,31.67927591232793,Boa Vista,1400100,Roraima
2005,41.83534527716502,Boa Vista,1400100,Roraima
2006,41.83534527716502,Boa Vista,1400100,Roraima
2007,28.065966445643063,Boa Vista,1400100,Roraima
2008,28.065966445643063,Boa Vista,1400100,Roraima
2009,16.20296698983678,Boa Vista,1400100,Roraima
2010,16.20296698983678,Boa Vista,1400100,Roraima
2011,18.73009970163044,Boa Vista,1400100,Roraima
2012,18.73009970163044,Boa Vista,1400100,Roraima
2013,18.73009970163044,Boa Vista,1400100,Roraima
2014,53.02856669351836,Boa Vista,1400100,Roraima
2015,39.29560183123274,Boa Vista,1400100,Roraima
2016,39.29560183123274,Boa Vista,1400100,Roraima
2017,48.576338001373884,Boa Vista,1400100,Roraima
2018,48.576338001373884,Boa Vista,1400100,Roraima
2019,60.06160993717171,Boa Vista,1400100,Roraima
2020,41.92381196072575,Boa Vista,1400100,Roraima
2021,60.7190100151824,Boa Vista,1400100,Roraima
2022,100.2028654753779,Boa Vista,1400100,Roraima
2023,79.2072050944711,Boa Vista,1400100,Roraima
2000,69.15940409106425,Bonfim,1400159,Roraima
2001,43.928760533948065,Bonfim,1400159,Roraima
2002,43.928760533948065,Bonfim,1400159,Roraima
2003,31.261509420898868,Bonfim,1400159,Roraima
2004,31.261509420898868,Bonfim,1400159,Roraima
2005,78.14592116413834,Bonfim,1400159,Roraima
2006,78.14592116413834,Bonfim,1400159,Roraima
2007,30.89199368743448,Bonfim,1400159,Roraima
2008,30.89199368743448,Bonfim,1400159,Roraima
2009,21.232786927011002,Bonfim,1400159,Roraima
2010,21.232786927011002,Bonfim,1400159,Roraima
2011,22.367079998330617,Bonfim,1400159,Roraima
2012,22.367079998330617,Bonfim,1400159,Roraima
2013,22.367079998330617,Bonfim,1400159,Roraima
2014,63.787304530204196,Bonfim,1400159,Roraima
2015,20.552223805530858,Bonfim,1400159,Roraima
2016,20.552223805530858,Bonfim,1400159,Roraima
2017,24.813560648187135,Bonfim,1400159,Roraima
2018,24.813560648187135,Bonfim,1400159,Roraima
2019,28.832558339513763,Bonfim,1400159,Roraima
2020,60.30353215128547,Bonfim,1400159,Roraima
2021,49.41765729128309,Bonfim,1400159,Roraima
2022,95.7410151828775,Bonfim,1400159,Roraima
2023,109.99682153878176,Bonfim,1400159,Roraima
2000,48.02873518839346,Cantá,1400175,Roraima
2001,11.448395148507563,Cantá,1400175,Roraima
2002,11.448395148507563,Cantá,1400175,Roraima
2003,6.179359949990337,Cantá,1400175,Roraima
2004,6.179359949990337,Cantá,1400175,Roraima
2005,12.866605784185882,Cantá,1400175,Roraima
2006,12.866605784185882,Cantá,1400175,Roraima
2007,9.89540370805425,Cantá,1400175,Roraima
2008,9.89540370805425,Cantá,1400175,Roraima
2009,3.021025325559847,Cantá,1400175,Roraima
2010,3.021025325559847,Cantá,1400175,Roraima
2011,0.5949445907930558,Cantá,1400175,Roraima
2012,0.5949445907930558,Cantá,1400175,Roraima
2013,0.5949445907930558,Cantá,1400175,Roraima
2014,1.905697729997972,Cantá,1400175,Roraima
2015,0.7535515393604619,Cantá,1400175,Roraima
2016,0.7535515393604619,Cantá,1400175,Roraima
2017,5.104730032139226,Cantá,1400175,Roraima
2018,5.104730032139226,Cantá,1400175,Roraima
2019,7.2262917848644594,Cantá,1400175,Roraima
2020,4.8741617359114455,Cantá,1400175,Roraima
2021,1.2319353117757246,Cantá,1400175,Roraima
2022,11.408346617714338,Cantá,1400175,Roraima
2023,7.101672738202319,Cantá,1400175,Roraima
2000,8.222075025841768,Caracaraí,1400209,Roraima
2001,0.6595644928355039,Caracaraí,1400209,Roraima
2002,0.6595644928355039,Caracaraí,1400209,Roraima
2003,16.940582459047324,Caracaraí,1400209,Roraima
2004,16.940582459047324,Caracaraí,1400209,Roraima
2005,6.875794288590537,Caracaraí,1400209,Roraima
2006,6.875794288590537,Caracaraí,1400209,Roraima
2007,1.6730968596580762,Caracaraí,1400209,Roraima
2008,1.6730968596580762,Caracaraí,1400209,Roraima
2009,0.5638682287201531,Caracaraí,1400209,Roraima
2010,0.5638682287201531,Caracaraí,1400209,Roraima
2011,0.11182031966657931,Caracaraí,1400209,Roraima
2012,0.11182031966657931,Caracaraí,1400209,Roraima
2013,0.11182031966657931,Caracaraí,1400209,Roraima
2014,1.131594504521867,Caracaraí,1400209,Roraima
2015,2.619521929372668,Caracaraí,1400209,Roraima
2016,2.619521929372668,Caracaraí,1400209,Roraima
2017,1.7000745547562188,Caracaraí,1400209,Roraima
2018,1.7000745547562188,Caracaraí,1400209,Roraima
2019,1.5123393631883926,Caracaraí,1400209,Roraima
2020,0.9486888707977997,Caracaraí,1400209,Roraima
2021,0.4717534486242539,Caracaraí,1400209,Roraima
2022,2.955195150792549,Caracaraí,1400209,Roraima
2023,7.818169953842757,Caracaraí,1400209,Roraima
2000,0,Caroebe,1400233,Roraima
2001,0,Caroebe,1400233,Roraima
2002,0,Caroebe,1400233,Roraima
2003,0,Caroebe,1400233,Roraima
2004,0,Caroebe,1400233,Roraima
2005,0,Caroebe,1400233,Roraima
2006,0,Caroebe,1400233,Roraima
2007,0,Caroebe,1400233,Roraima
2008,0,Caroebe,1400233,Roraima
2009,0,Caroebe,1400233,Roraima
2010,0,Caroebe,1400233,Roraima
2011,0,Caroebe,1400233,Roraima
2012,0,Caroebe,1400233,Roraima
2013,0,Caroebe,1400233,Roraima
2014,0,Caroebe,1400233,Roraima
2015,0,Caroebe,1400233,Roraima
2016,0,Caroebe,1400233,Roraima
2017,0,Caroebe,1400233,Roraima
2018,0,Caroebe,1400233,Roraima
2019,0,Caroebe,1400233,Roraima
2020,0,Caroebe,1400233,Roraima
2021,0,Caroebe,1400233,Roraima
2022,0,Caroebe,1400233,Roraima
2023,0,Caroebe,1400233,Roraima
2000,0.14596445652273857,Iracema,1400282,Roraima
2001,0.00947649955224746,Iracema,1400282,Roraima
2002,0.00947649955224746,Iracema,1400282,Roraima
2003,0.037710709889657426,Iracema,1400282,Roraima
2004,0.037710709889657426,Iracema,1400282,Roraima
2005,0.019343734469512763,Iracema,1400282,Roraima
2006,0.019343734469512763,Iracema,1400282,Roraima
2007,0.24239050018237868,Iracema,1400282,Roraima
2008,0.24239050018237868,Iracema,1400282,Roraima
2009,0,Iracema,1400282,Roraima
2010,0,Iracema,1400282,Roraima
2011,0.008890008647189742,Iracema,1400282,Roraima
2012,0.008890008647189742,Iracema,1400282,Roraima
2013,0.008890008647189742,Iracema,1400282,Roraima
2014,0,Iracema,1400282,Roraima
2015,0,Iracema,1400282,Roraima
2016,0,Iracema,1400282,Roraima
2017,0.33838869366546637,Iracema,1400282,Roraima
2018,0.33838869366546637,Iracema,1400282,Roraima
2019,0.08883988317876647,Iracema,1400282,Roraima
2020,0.04449634204331969,Iracema,1400282,Roraima
2021,0,Iracema,1400282,Roraima
2022,0,Iracema,1400282,Roraima
2023,0.03858540926149982,Iracema,1400282,Roraima
2000,16.81363463665136,Mucajaí,1400308,Roraima
2001,0.486166006480351,Mucajaí,1400308,Roraima
2002,0.486166006480351,Mucajaí,1400308,Roraima
2003,0.9537476945055555,Mucajaí,1400308,Roraima
2004,0.9537476945055555,Mucajaí,1400308,Roraima
2005,0.1954495538861233,Mucajaí,1400308,Roraima
2006,0.1954495538861233,Mucajaí,1400308,Roraima
2007,0.674558431993054,Mucajaí,1400308,Roraima
2008,0.674558431993054,Mucajaí,1400308,Roraima
2009,0.18668718024980127,Mucajaí,1400308,Roraima
2010,0.18668718024980127,Mucajaí,1400308,Roraima
2011,0.07366352281315003,Mucajaí,1400308,Roraima
2012,0.07366352281315003,Mucajaí,1400308,Roraima
2013,0.07366352281315003,Mucajaí,1400308,Roraima
2014,0.4820127123439316,Mucajaí,1400308,Roraima
2015,0.8182519454479402,Mucajaí,1400308,Roraima
2016,0.8182519454479402,Mucajaí,1400308,Roraima
2017,2.0594275535195865,Mucajaí,1400308,Roraima
2018,2.0594275535195865,Mucajaí,1400308,Roraima
2019,1.1327975275835847,Mucajaí,1400308,Roraima
2020,0.662727692923091,Mucajaí,1400308,Roraima
2021,0.16320947169583602,Mucajaí,1400308,Roraima
2022,0.7124053944572668,Mucajaí,1400308,Roraima
2023,1.5727204296501256,Mucajaí,1400308,Roraima
2000,64.73537051378042,Normandia,1400407,Roraima
2001,14.44098985079901,Normandia,1400407,Roraima
2002,14.44098985079901,Normandia,1400407,Roraima
2003,7.519978075639931,Normandia,1400407,Roraima
2004,7.519978075639931,Normandia,1400407,Roraima
2005,6.575463814652555,Normandia,1400407,Roraima
2006,6.575463814652555,Normandia,1400407,Roraima
2007,5.104517745510419,Normandia,1400407,Roraima
2008,5.104517745510419,Normandia,1400407,Roraima
2009,1.2384189617543482,Normandia,1400407,Roraima
2010,1.2384189617543482,Normandia,1400407,Roraima
2011,2.150003766583133,Normandia,1400407,Roraima
2012,2.150003766583133,Normandia,1400407,Roraima
2013,2.150003766583133,Normandia,1400407,Roraima
2014,4.351699687597856,Normandia,1400407,Roraima
2015,4.488482043539606,Normandia,1400407,Roraima
2016,4.488482043539606,Normandia,1400407,Roraima
2017,6.310606304961069,Normandia,1400407,Roraima
2018,6.310606304961069,Normandia,1400407,Roraima
2019,2.7691531338493993,Normandia,1400407,Roraima
2020,6.730045693278952,Normandia,1400407,Roraima
2021,10.024520446910097,Normandia,1400407,Roraima
2022,7.364325770469839,Normandia,1400407,Roraima
2023,5.901644914318357,Normandia,1400407,Roraima
2000,60.578503142607175,Pacaraima,1400456,Roraima
2001,3.261202474436219,Pacaraima,1400456,Roraima
2002,3.261202474436219,Pacaraima,1400456,Roraima
2003,3.079370639625868,Pacaraima,1400456,Roraima
2004,3.079370639625868,Pacaraima,1400456,Roraima
2005,1.049679745731044,Pacaraima,1400456,Roraima
2006,1.049679745731044,Pacaraima,1400456,Roraima
2007,0.9126436457600493,Pacaraima,1400456,Roraima
2008,0.9126436457600493,Pacaraima,1400456,Roraima
2009,0.2926613078417076,Pacaraima,1400456,Roraima
2010,0.2926613078417076,Pacaraima,1400456,Roraima
2011,0.29306534951727026,Pacaraima,1400456,Roraima
2012,0.29306534951727026,Pacaraima,1400456,Roraima
2013,0.29306534951727026,Pacaraima,1400456,Roraima
2014,0.2241042981656638,Pacaraima,1400456,Roraima
2015,0.8492053032353508,Pacaraima,1400456,Roraima
2016,0.8492053032353508,Pacaraima,1400456,Roraima
2017,0.400371333165971,Pacaraima,1400456,Roraima
2018,0.400371333165971,Pacaraima,1400456,Roraima
2019,0.26606761089861447,Pacaraima,1400456,Roraima
2020,3.032126506713998,Pacaraima,1400456,Roraima
2021,3.6142046020064758,Pacaraima,1400456,Roraima
2022,1.9446251431361703,Pacaraima,1400456,Roraima
2023,0.9057408535508646,Pacaraima,1400456,Roraima
2000,2.3184230498744003,Rorainópolis,1400472,Roraima
2001,0.011905977819405318,Rorainópolis,1400472,Roraima
2002,0.011905977819405318,Rorainópolis,1400472,Roraima
2003,0.051284465721458034,Rorainópolis,1400472,Roraima
2004,0.051284465721458034,Rorainópolis,1400472,Roraima
2005,0.20896598857670864,Rorainópolis,1400472,Roraima
2006,0.20896598857670864,Rorainópolis,1400472,Roraima
2007,0.1026457943178808,Rorainópolis,1400472,Roraima
2008,0.1026457943178808,Rorainópolis,1400472,Roraima
2009,0.10514128157764463,Rorainópolis,1400472,Roraima
